pk,the_order,field_name,item_category,item_id,item_description,item_description_short,item_sub_category,user_configurable,sms_keyword,is_void
41149,12,afc_domain_hd_services,Health services,CP5.2HD,CP5.2HD. Capacity building families/ community groups on waste management,CP5.2HD. Capacity building families/ community groups on waste management,,FALSE,FALSE,FALSE
41150,13,afc_domain_hd_services,Health services,CP6.1HD,CP6.1HD. Regular child clinic attendance,CP6.1HD. Regular child clinic attendance,,FALSE,FALSE,FALSE
41151,14,afc_domain_hd_services,Health services,CP6.2HD,CP6.2HD. Sensitizing parents in early detection of delayed milestones,CP6.2HD. Sensitizing parents in early detection of delayed milestones,,FALSE,FALSE,FALSE
41152,1,afc_domain_ps_services,Protection services,CP1.1PS,"CP1.1PS. Awareness creation for children, caregivers and the community on children’s rights.","CP1.1PS. Awareness creation for children, caregivers and the community on children’s",,FALSE,FALSE,FALSE
41153,2,afc_domain_ps_services,Protection services,CP1.2PS,CP1.2PS. Prompt response to cases of violence against children.,CP1.2PS. Prompt response to cases of violence against children.,,FALSE,FALSE,FALSE
41154,3,afc_domain_ps_services,Protection services,CP1.3PS,CP1.3PS. Availability of emergency interventions.,CP1.3PS. Availability of emergency interventions.,,FALSE,FALSE,FALSE
41155,4,afc_domain_ps_services,Protection services,CP1.4PS,CP1.4PS. Availability of a directory/list with contacts of essential service providers.,CP1.4PS. Availability of a directory/list with contacts of essential service providers.,,FALSE,FALSE,FALSE
41156,5,afc_domain_ps_services,Protection services,CP1.5PS,CP1.5PS. Referral for post violence services. i.e counseling and restorative justice,CP1.5PS. Referral for post violence services. i.e counseling and restorative justice,,FALSE,FALSE,FALSE
41157,6,afc_domain_ps_services,Protection services,CP2.1PS,CP2.1PS. Awareness creation on child rights & responsibilities,CP2.1PS. Awareness creation on child rights & responsibilities,,FALSE,FALSE,FALSE
41158,7,afc_domain_ps_services,Protection services,CP2.2PS,CP2.2PS. Accessibility to referral services,CP2.2PS. Accessibility to referral services,,FALSE,FALSE,FALSE
41159,8,afc_domain_ps_services,Protection services,CP2.3PS,"CP2.3PS. Documents( Birth Notification, birth certificate & Death certificate)","CP2.3PS. Documents( Birth Notification, birth certificate & Death certificate)",,FALSE,FALSE,FALSE
41160,9,afc_domain_ps_services,Protection services,CP2.4PS,CP2.4PS. Positive  forms of discipline,CP2.4PS. Positive  forms of discipline,,FALSE,FALSE,FALSE
41161,10,afc_domain_ps_services,Protection services,CP2.5PS,CP2.5PS. Restorative justice,CP2.5PS. Restorative justice,,FALSE,FALSE,FALSE
41162,11,afc_domain_ps_services,Protection services,CP3.1PS,CP3.1PS. Awareness raising and advocacy for inclusive families/communities,CP3.1PS. Awareness raising and advocacy for inclusive families/communities,,FALSE,FALSE,FALSE
41163,12,afc_domain_ps_services,Protection services,CP3.2PS,CP3.2PS. Providing disability friendly & inclusive services such as barrier-free buildings,CP3.2PS. Providing disability friendly & inclusive services such as barrier-free buildings,,FALSE,FALSE,FALSE
41164,13,afc_domain_ps_services,Protection services,CP3.3PS,CP3.3PS. Restorative justice mechanisms,CP3.3PS. Restorative justice mechanisms,,FALSE,FALSE,FALSE
41165,14,afc_domain_ps_services,Protection services,CP3.4PS,CP3.4PS. Alternative Dispute Resolution or mediation,CP3.4PS. Alternative Dispute Resolution or mediation,,FALSE,FALSE,FALSE
41166,15,afc_domain_ps_services,Protection services,CP4.1PS,CP4.1PS. Awareness raising on importance of statutory documents,CP4.1PS. Awareness raising on importance of statutory documents,,FALSE,FALSE,FALSE
41167,16,afc_domain_ps_services,Protection services,CP4.2PS,CP4.2PS. Mobilizing the community for birth registrations and writing of wills,CP4.2PS. Mobilizing the community for birth registrations and writing of wills,,FALSE,FALSE,FALSE
41168,17,afc_domain_ps_services,Protection services,CP4.3PS,CP4.3PS. Child rights clubs,CP4.3PS. Child rights clubs,,FALSE,FALSE,FALSE
41169,18,afc_domain_ps_services,Protection services,CP4.4PS,CP4.4PS. child participation,CP4.4PS. child participation,,FALSE,FALSE,FALSE
41170,1,afc_domain_es_services,Economic stability services,CP1.1ES,CP1.1ES. IGA ,CP1.1ES. IGA,,FALSE,FALSE,FALSE
41171,2,afc_domain_es_services,Economic stability services,CP1.2ES,CP1.2ES. Enroll to savings group,CP1.2ES. Enroll to savings group,,FALSE,FALSE,FALSE
41172,3,afc_domain_es_services,Economic stability services,CP1.3ES,CP1.3ES. Linkages to social security safet nets (cash tranfers),CP1.3ES. Linkages to social security safet nets (cash tranfers),,FALSE,FALSE,FALSE
41173,4,afc_domain_es_services,Economic stability services,CP1.4ES,CP1.4ES. Financial training,CP1.4ES. Financial training,,FALSE,FALSE,FALSE
41174,5,afc_domain_es_services,Economic stability services,CP1.5ES,CP1.5ES. Enterprenuership training,CP1.5ES. Enterprenuership training,,FALSE,FALSE,FALSE
41175,6,afc_domain_es_services,Economic stability services,CP1.6ES,CP1.6ES. Joining savings and credit societies/organizations,CP1.6ES. Joining savings and credit societies/organizations,,FALSE,FALSE,FALSE
41176,7,afc_domain_es_services,Economic stability services,CP1.7ES,CP1.7ES. Linkages to medical cover shemes(NHIF),CP1.7ES. Linkages to medical cover shemes(NHIF),,FALSE,FALSE,FALSE
41177,8,afc_domain_es_services,Economic stability services,CP1.8ES,CP1.8ES. Enroll savings and credit societies/organizations.Link to financial institutions ,CP1.8ES. Enroll savings and credit societies/organizations.Link to financial institutions,,FALSE,FALSE,FALSE
41178,9,afc_domain_es_services,Economic stability services,CP1.9ES,CP1.9ES. Linkages to organization supporting asset growth,CP1.9ES. Linkages to organization supporting asset growth,,FALSE,FALSE,FALSE
41179,10,afc_domain_es_services,Economic stability services,CP1.10ES,CP1.10ES. Link caregiver for bussiness support start up kit/bussiness boost,CP1.10ES. Link caregiver for bussiness support start up kit/bussiness boost,,FALSE,FALSE,FALSE
41180,11,afc_domain_es_services,Economic stability services,CP1.11ES,CP1.11ES. Linkages to technical training,CP1.11ES. Linkages to technical training,,FALSE,FALSE,FALSE
41181,12,afc_domain_es_services,Economic stability services,CP1.12ES,CP1.12ES. Referral to vocational training/apprenticeships,CP1.12ES. Referral to vocational training/apprenticeships,,FALSE,FALSE,FALSE
41182,13,afc_domain_es_services,Economic stability services,CP1.13ES,CP1.13ES. Refer for agri bussiness skills ,CP1.13ES. Refer for agri bussiness skills,,FALSE,FALSE,FALSE
41183,14,afc_domain_es_services,Economic stability services,CP1.14ES,CP1.14ES. Referral to enterprenuership training ,CP1.14ES. Referral to enterprenuership training,,FALSE,FALSE,FALSE
41184,15,afc_domain_es_services,Economic stability services,CP1.15ES,CP1.15ES. Linkage to internship and job opportunities,CP1.15ES. Linkage to internship and job opportunities,,FALSE,FALSE,FALSE
41185,16,afc_domain_es_services,Economic stability services,CP1.16ES,CP1.16ES. Link caregiver for bussiness support start up kit/bussiness boost,CP1.16ES. Link caregiver for bussiness support start up kit/bussiness boost,,FALSE,FALSE,FALSE
41186,17,afc_domain_es_services,Economic stability services,CP1.17ES,CP1.17ES. Referral for legal and other administrative fees support e.g civil registratios or inheritance ,CP1.17ES. Referral for legal and other administrative fees support e.g civil registratios or i,,FALSE,FALSE,FALSE
41187,1,afc_domain_pw_services,PSS services,CP1.1PW,CP1.1PW. involve/engage children in community activities ie play groups,CP1.1PW. involve/engage children in community activities ie play groups,,FALSE,FALSE,FALSE
41188,2,afc_domain_pw_services,PSS services,CP1.2PW,CP1.2PW. Prioritize child friendly school and community programmes e.g. clubs,CP1.2PW. Prioritize child friendly school and community programmes e.g. clubs,,FALSE,FALSE,FALSE
41189,3,afc_domain_pw_services,PSS services,CP1.3PW,CP1.3PW. Provide child-friendly services to the child with special needs,CP1.3PW. Provide child-friendly services to the child with special needs,,FALSE,FALSE,FALSE
41190,4,afc_domain_pw_services,PSS services,CP1.4PW,CP1.4PW. Community sensitization & awareness on promotion of child participation in community activities & child rights,CP1.4PW. Community sensitization & awareness on promotion of child participation in,,FALSE,FALSE,FALSE
41191,5,afc_domain_pw_services,PSS services,CP2.1PW,"CP2.1PW. Linkages to social protection services e.g cash transers, bursaries etc","CP2.1PW. Linkages to social protection services e.g cash transers, bursaries etc",,FALSE,FALSE,FALSE
41192,6,afc_domain_pw_services,PSS services,CP2.2PW,CP2.2PW. Referals to stakeholders for household for economic strenthening,CP2.2PW. Referals to stakeholders for household for economic strenthening,,FALSE,FALSE,FALSE
41193,7,afc_domain_pw_services,PSS services,CP2.3PW,"CP2.3PW. Provide asset support e.g goats, poultry","CP2.3PW. Provide asset support e.g goats, poultry",,FALSE,FALSE,FALSE
41194,8,afc_domain_pw_services,PSS services,CP2.4PW,CP2.4PW. Linking the household to savings & lending groups/IGAS & startup capital,CP2.4PW. Linking the household to savings & lending groups/IGAS & startup capital,,FALSE,FALSE,FALSE
41195,9,afc_domain_pw_services,PSS services,CP2.5PW,"CP2.5PW. Capacity building on business skills, financial literacy","CP2.5PW. Capacity building on business skills, financial literacy",,FALSE,FALSE,FALSE
41196,10,afc_domain_pw_services,PSS services,CP2.6PW,CP2.6PW. Provide livelihood skills/support,CP2.6PW. Provide livelihood skills/support,,FALSE,FALSE,FALSE
41197,11,afc_domain_pw_services,PSS services,CP3.1PW,CP3.1PW. Awareness and availability of support services,CP3.1PW. Awareness and availability of support services,,FALSE,FALSE,FALSE
41198,12,afc_domain_pw_services,PSS services,CP3.2PW,CP3.2PW. Sensitization of the family & community,CP3.2PW. Sensitization of the family & community,,FALSE,FALSE,FALSE
41199,13,afc_domain_pw_services,PSS services,CP3.3PW,CP3.3PW. Establishing accessible community reconciliation committees,CP3.3PW. Establishing accessible community reconciliation committees,,FALSE,FALSE,FALSE
41200,14,afc_domain_pw_services,PSS services,CP3.4PW,CP3.4PW. Positive parenting skills,CP3.4PW. Positive parenting skills,,FALSE,FALSE,FALSE
41201,15,afc_domain_pw_services,PSS services,CP3.5PW,CP3.5PW. Mediation & Arbitration,CP3.5PW. Mediation & Arbitration,,FALSE,FALSE,FALSE
41202,16,afc_domain_pw_services,PSS services,CP4.1PW,"CP4.1PW. Participation in children assemblies, capacity building, school clubs, mentorship","CP4.1PW. Participation in children assemblies, capacity building, school clubs, mentorsh",,FALSE,FALSE,FALSE
41203,17,afc_domain_pw_services,PSS services,CP4.2PW,CP4.2PW. child/parent communication skills,CP4.2PW. child/parent communication skills,,FALSE,FALSE,FALSE
41204,18,afc_domain_pw_services,PSS services,CP4.3PW,CP4.3PW. Mentorship ,CP4.3PW. Mentorship,,FALSE,FALSE,FALSE
41205,19,afc_domain_pw_services,PSS services,CP4.4PW,CP4.4PW. Counselling,CP4.4PW. Counselling,,FALSE,FALSE,FALSE
41206,20,afc_domain_ra_services,RA services,CP1.1RA,CP1.1RA. Sensitize caregiver/child/young person/mentor on importance of spending quality time together,CP1.1RA. Sensitize caregiver/child/young person/mentor on importance of spending quali,,FALSE,FALSE,FALSE
41207,21,afc_domain_ra_services,RA services,CP1.2RA,CP1.2RA. Positive parenting,CP1.2RA. Positive parenting,,FALSE,FALSE,FALSE
41208,22,afc_domain_ra_services,RA services,CP1.3RA,CP1.3RA. Positive discpline,CP1.3RA. Positive discpline,,FALSE,FALSE,FALSE
41209,23,afc_domain_ra_services,RA services,CP2.1RA,CP2.1RA. Effective role modelling,CP2.1RA. Effective role modelling,,FALSE,FALSE,FALSE
41210,24,afc_domain_ra_services,RA services,CP3.1RA,CP3.1RA. Arbitration & mediation,CP3.1RA. Arbitration & mediation,,FALSE,FALSE,FALSE
41211,25,afc_domain_ra_services,RA services,CP3.2RA,CP3.2RA. child/caregiver/young person to be sensitized on their rights and responsibilities,CP3.2RA. child/caregiver/young person to be sensitized on their rights and responsibiliti,,FALSE,FALSE,FALSE
41212,26,afc_domain_ra_services,RA services,CP3.3RA,CP3.3RA. promote caregiver child dialogue,CP3.3RA. promote caregiver child dialogue,,FALSE,FALSE,FALSE
